name,set,rarity,id,tribe,courage,power,wisdom,speed,energy,mugic,elements,types,ability,flavor,brainwashed,unique,loyal,legendary,image,thumb,splash,artist,tages,gender,exclusive
"Kopond, High Muge of the Hearth",AU,Ultra Rare,29,UnderWorld,30,70,70,40,30,2,Fire,Muge,Mugic played by Kopond that deals damage deals an additional 10 damage.,"""Tonight we may dine as fellow Muges, but as the sun rises we are enemies once again.""",,1,1,,1lvn5EjVJU_kxnIkBTzdJQ_62SQvLvBGJ,1ArMh6iZTfeFBAnEPkENTU3IqPCaeRx4f,1qincqxHQK40HtQUlFzwubyCbyLcQqZTP,,,Male,
Melke,SS,Common,29,Mipedian,60,30,20,65,40,0,"Air, Earth",Stalker,"Invisibility: Strike 10 
If a Mirage Location is in play, Melke has an additional ""Invisibility: Strike 10.""",Beware when crossing The Hunter's Perimeter. You may become the hunted.,,,,,0B6oyUfwoM3u1SjNVdEJyRXBwNkk,1BBjQfkBy3WbSzbZv99tlfRZ-oVCiinLV,1-Gqh2WSD4o6vgYSdtmc6V_-4WBeJezNj,,,Male,
Tassanil,ZOTH,Rare,29,Danian,60,45,55,50,40,0,Water,Noble Elementalist,"Water 5 
Hive: Tassanil has an additional 5 Energy for each Elemental Type opposing Creatures have.
Tassanil counts as a Mandiblor.",,,1,,,0B6oyUfwoM3u1RmxIT2tPQ2tFNGs,1P4KxBm2QnJ8-3ojOawU9QjQVVDbr0oW3,,,,Male,
Aer'dak,ROTO,Rare,30,M'arrillian,45,60,50,65,55,0,Water,Fluidmorpher,"Fluidmorph
{{MC}}: Target Creature loses Range.
{{MC}}{{MC}}{{MC}}: Deal 20 damage to target Creature with Swift.
10{{MC}}: Destroy all opposing Creatures with Range.",,,,,,0B6oyUfwoM3u1czlONmNUMTczVmc,1BRxKjvbXFwpv8gNXvEJ-41XoD0HtJ1TQ,,,aer dak aerdak,"Ambiguous, Female",
Borth-Majar,DOP,Super Rare,30,UnderWorld,45,85,85,40,45,1,,Commander,"Intimidate: Power 10
Intimidate: Wisdom 10",Brains or Brawn? One can’t decide ... and one doesn’t need to.,,,,,0B6oyUfwoM3u1UkQwYnEtWS1zdTA,1hG5Pf19Pg89awaPX3yZKvGKRjK5aDP5T,0B90YZmNLvXOyODY2c0xHOVFLQTA,,Borth majar,Male,
Drazz,MI,Super Rare,30,Danian,80,60,35,20,60,0,"Earth, Water",Mandiblor Minion,"While Infected, Drazz has ""Earth 5.""
Hive: Outperform Courage 5",,Water 5,,,,0B6oyUfwoM3u1LUlEQzY3N2F1MUU,1rJohr6fdzrhCGaATpeiOIjiZP7HXq2WD,,,,Male,
Drazz (TTIT stats - online card is TTIT),MI,Super Rare,30,Danian,50,75,85,35,65,0,"Earth, Water",Mandiblor Minion,"While Infected, Drazz has ""Earth 5.""
Hive: Outperform Courage 5",,Water 5,,,,0B6oyUfwoM3u1LUlEQzY3N2F1MUU,1rJohr6fdzrhCGaATpeiOIjiZP7HXq2WD,,,,Male,
Dreg'ora,TOTT,Rare,30,M'arrillian,55,65,25,35,55,0,Water,Kha'rall Warrior,Creatures engaged with Dreg'ora have 10 less Energy for each Discipline they have below 30.,The Kha'rall could care less about the subtleties of brainwashing. Their way is much easier... and messier.,,,,,0B6oyUfwoM3u1Ym5MRXNDb0E3dHc,15sSuNua9dnYSguaytmpT-NUa5jHou-zf,,,Dreg ora dregora,Male,
"Krekk, Phalanx Recon",AU,Rare,30,UnderWorld,65,55,30,60,45,1,Earth,Scout,"At the beginning of combat, if the active Location's Initiative is a Discipline, engaged Creatures with less than 60 in that Discipline lose 10 Energy.","Endlessly patrolling Gothos Tower, he waits for Lord Van Bloot's return.",,,,,1IX2gXErmzEb2oxmVBl2afFJTJVBMYUjU,1Q2fQBeF0jGDj0ezHb5laOVJpoeiJmofu,,,,Male,
Majjcan,FUN,Common,30,Mipedian,70,40,50,80,60,0,"Air, Earth",Elementalist,"While you control a Danian, Majjcan has ""Earth 5.""",,,,,,1o0v5ApmgaNyuhpclkm-D7v8bSDCOI6RR,14TfxHFWUGRbhfc5ok9rRiSjcef6ypynE,,,,Male,
Na-inna,SS,Common,30,Mipedian,60,20,50,50,45,1,,Royal,"0{{MC}}: Remove a Mugic counter from target Creature. If you do, put a Mugic counter on another Creature controlled by the same player. This ability can only be used once per turn.",,,,,,0B6oyUfwoM3u1M1ptcDVybzBsZ0U,13N9iYH3hB48PX071JrKGMm_M7mFfBu4w,,,na inna nainna,Female,
Yondaf,ZOTH,Rare,30,Danian,50,35,65,20,30,0,"Fire, Earth",Controller,"When an opposing Uninfected Creature is targeted by a Mugic you control, Infect that Creature.","Forget your Tribe, forget your friends, forget yourself. You are one of us now!",,,,,0B6oyUfwoM3u1VUtzU2g3NEQtZkU,1X3r6uPVXjwAD6A2ObBoF1lxzSOO1VJmO,1r1nm7S5Bjdu7EojwYPa4Mjik6si3BiR7,,,Male,
Anger'keem,ROTO,Common,31,M'arrillian,35,55,65,35,40,0,Water,Fluidmorpher,"Fluidmorph
4{{MC}}: Target attack deals 25 damage.",,,,,,0B6oyUfwoM3u1VDI1bXdhZWk3dmc,1GJgN3c3-HBSaGZD3PaOyYUqWC12Vnzmp,,,anger keem angerkeem,"Ambiguous, Male",
Arkanin,ZOTH,Uncommon,31,Mipedian,55,35,70,55,40,2,,Muge,"{{MC}}: Deal 5 damage to target Creature.
{{MC}}: Heal 10 damage to target Creature.
Arkanin can spend Mugic counters from other Muges you control to activate its abilities.","Some Muges avoid fighting, but Arkanin jumps into the heat of battle.",,,,,0B6oyUfwoM3u1Wi0xdzVqOEhuZFk,1H_3lQnUWuPqUg-_n9V74bV7DFWVuqp5y,,,,Male,
Chaor,DOP,Ultra Rare,31,UnderWorld,95,90,70,60,70,3,Fire,Conqueror Warrior,{{MC}}{{MC}}{{MC}}: Negate target OverWorld Mugic or ability that targets Chaor.,"“We’ll take Kiru City, and the UnderWorld will rule all of Perim!” - Chaor",,1,1,,0B6oyUfwoM3u1OUYzSUhQQkVQQ3M,1VyzAOWUT6VIvIiC0lOku-S-POkn__XpE,0B90YZmNLvXOyMktOazFBa0E1VlU,,Chair,Male,
Emna'ool,TOTT,Common,31,M'arrillian,85,70,30,45,50,0,Water,Chieftain,Discard two Mugic Cards: Destroy target engaged Creature with 0 Courage.,,,1,1,,0B6oyUfwoM3u1bEVJQTIxTkRObGs,1H_mZ0wDu0JzyvYK4PLs1LI2kuDkhqjTY,,,emna ool emnaool,Ambiguous,
Hermatred,MI,Common,31,Danian,85,50,45,30,50,0,Water,Mandiblor Minion,"Outperform Courage 5
Hive: Hermatred has an additional 5 Energy for each Mandiblor you control and each Infected Creature in play.",,"Water 5
While engaged with an Infected Creature, Hermatred has an additional 15 Energy.",,,,0B6oyUfwoM3u1Nnl6eDJMT2dreFU,1sjwDbj0nDd9CN5esHAQ7aI18vHuFHZKK,,,,Male,
"Magmon, Engulfed",AU,Rare,31,UnderWorld,30,75,20,45,55,0,Fire,Elementalist,"Your other Creatures with Fire have ""Recklessness 5"" and ""Fire 5.""","As long as a single coal burns, his flame can never be extinguished.",,,,,1GtN80nBja-DmEkZS090bNRsG-Opv4lEw,1kfWfH-RiebIYtMjCtDKC0FTRaFajWopw,1tf8gbbnaRD0XVaP_PEiCerSna_NIyNYw,,,"Ambiguous, Male",
Mommark,BR,Common,31,OverWorld,50,20,45,35,30,3,,Caretaker,{{MC}}: Heal 10 damage to target Creature.,,,,,,0B6oyUfwoM3u1NUZob0FmTmxKQ1E,1QooSFWM-OoG3rDZXAGhJg0yvv9uc3VPy,,,,Male,Online
Ranun,SS,Uncommon,31,Mipedian,45,25,55,45,35,2,,Conjuror,"Reduce Recklessness damage dealt to Warbeasts you control by 10.
{{MC}}: Heal 10 damage to target Creature.",I will not rest until both Maxxor and Chaor pay for their treachery!,,,,,0B6oyUfwoM3u1ekhEWXZVLUF3SjA,1f2SSVNr1X1kAVsSP1vE6YGSjD6JHQ3WH,,,,Male,
Raquanni,FUN,Super Rare,31,Mipedian,30,25,80,50,45,2,,Minion Muge,"{{MC}}: Target equipped Creature gains ""Outperform Speed 5.""",,"{{MC}}: Target equipped Creature gains ""Water 5.""",,,,1VH6wl0vgukK8CJN8vCN6HewyhYumcqK8,11GP06J6-eZCcQB__tQSIfV-ps-yKYNLj,13ofZJHrz0q6uawgkLNyI_d9n4gsOMg18,,,Female,
"Bahrakatan, The Coralsmith",ROTO,Ultra Rare,32,M'arrillian,60,75,60,50,40,0,Water,Kha'rall,"Battlegear cannot be destroyed by Mugic or abilities. (Battlegear may still be sacrificed or flipped face‐
down.)","Once Bahrakatan forged the shards, Aa'une knew that success was guaranteed.",,1,1,,0B6oyUfwoM3u1ajRlUDROdTJ4WU0,1VxMtwsuzg7LIlpn1ywIy59wDjCARxt_p,,,,"Ambiguous, Male",
Banshor,BR,Uncommon,32,UnderWorld,75,85,65,50,60,1,,Ethereal,Recklessness 5,,,,,,0B6oyUfwoM3u1cGU5TkpVb1l5ckE,1hp-jU5Ln3q1NoYSQVuXj42Kg3dlRxNpL,,,,Ambiguous,Online
Dardemus,DOP,Common,32,UnderWorld,60,75,20,65,50,0,Fire,Taskmaster,Intimidate: Courage 10,"This UnderWorld prison guard has a simple policy that works: whip first, whip fast, whip last.",,,,,0B6oyUfwoM3u1NW9sSGpvNUk3UXM,12v_IdCphFgV_Pp0uJmnMoTkdVd3lEbTx,0B90YZmNLvXOyOFpSNS1QODZ3NDg,,,Male,
Dibanni,ZOTH,Rare,32,Mipedian,55,35,70,55,30,2,,Muge,{{MC}}: Target adjacent Creature gains a Mugic counter.,"""I can only open the door to understanding the true mysteries of Mugic. I can force no one to walk through it."" 
—Dibanni",,1,,,0B6oyUfwoM3u1czRUckJXLVlSN28,1C4ptrFrqP7AD66nhK1C5xkqtvrUD4TmC,,,,Male,
Gal'drad,TOTT,Common,32,M'arrillian,65,85,35,40,50,0,Water,Chieftain,"Attacks played by Creatures you control have ""Challenge Power 50: Deal 10 damage.""",,,1,1,,0B6oyUfwoM3u1WkVUaDRJWUFuOEE,1O657KLGYTHmBVcvqSzpF9jO9M-ZNH7Ro,,,Gal drad galdrad,"Ambiguous, Male",
Irrabeq,MI,Uncommon,32,Danian,75,35,50,60,55,1,"Earth, Water",Mandiblor Minion,"Water 5 
Hive: Irrabeq has an additional 10 Energy.",,"While engaged with an Infected Creature, Irrabeq has ""Outperform Courage 5.""",,,,0B6oyUfwoM3u1aVNBZU9HZVQ2QmM,1S1vegasOeSZDir6MOV70JTqc3Fv-tFIL,,,,Male,
"Nauthilax, Aquatic Spy",AU,Common,32,UnderWorld,65,50,60,55,60,2,"Air, Water",Elementalist Scout,Recklessness 5,"Hiding impatiently, just out of sight, Nauthilax soon learned that it's hard to let others do the hard work for you.",,,,,1ZH_ngDpWIPUzsS3OdjEMs_aTZpd4cEGQ,1hM13rjE6mfyg0XslEkpkouwsQ1Q_0Gx9,,,,Male,
Saand,SS,Uncommon,32,Mipedian,50,30,50,75,50,0,Air,Elite,"Invisibility: Surprise
Air 5
At the beginning of your turn, you may sacrifice Saand. If you do, each player removes a total of 3 Mugic counters from among any Creatures they control.
If Saand has any Mugic counters, sacrifice it.",,,,,,0B6oyUfwoM3u1dzdIM2hZLWl0aG8,1iMy6z2xSVi6mwsZYNq9F-4CVoseBbA_E,,,,Male,
Shinadd,FUN,Uncommon,32,Mipedian,60,35,30,100,40,1,Air,Scout,"If Shinadd would become engaged on your turn, you may choose an UnderWorlder you control. If you do, Shinadd and the chosen UnderWorlder swap spaces, and the chosen UnderWorlder becomes engaged instead.",,,,,,1a255FSB8_V6Eo7kt8dVdmSUaIPTt9ch5,1V9bDRnItDSCorxULEESpGoq_PdU-qoMz,,,,Male,
Bo'aam,FUN,Ultra Rare,33,M'arrillian,55,50,85,40,45,0,Water,Kha'rall,"When Bo'aam becomes engaged, the opposing engaged Creature loses 5 Energy for each Elemental Type it doesn't have.","Just make one mistake, a single slight error... and your life is done.",,,,,1NBsHf2Km28mzSR2B4g1pFVKT0SUS4Xo4,1lpeUrCxlS_2LLES7HWlCp7_0Nry2-Wpr,,,Boaam bo aam,Male,
Drakness,DOP,Super Rare,33,UnderWorld,65,45,85,50,40,0,Fire,Ethereal,Mugic played by Creatures you control that deal damage deal an additional 5 damage.,Trust not your own shadow - for Drakness dwells there before he strikes,,1,,,0B6oyUfwoM3u1OFdKNDNjbXUwTzA,1EtMHZa_qRW_njzF1LN19xzpv7oSxrMEu,0B90YZmNLvXOyUUJZbXMwNkh2NDg,,,"Ambiguous, Male",Starter
Dror'niq,ROTO,Uncommon,33,M'arrillian,40,50,30,20,50,0,Water,Fluidmorpher,"Fluidmorph
{{MC}}: The next time Dror'niq is dealt attack damage, deal 10 damage to the Creature which played that attack.
4{{MC}}: When target Creature is dealt attack damage, deal 10 damage to the Creature which played that attack.",,,,,,0B6oyUfwoM3u1MEtGV2pMVG84d0U,1ITz0JuSPkZDvPIqnXfGsIurHfAiJwSDH,1BmuM5vBobCihLyxMf5WAfkQh1P7gyJsQ,,Dror niq drorniq,Male,
Kalanju,MI,Rare,33,Danian,50,35,55,40,40,1,Earth,Squadleader Minion,"{{MC}}: Infect target Uninfected Creature.
Hive: While Infected, Kalanju has an additional 30 Energy.",,"{{MC}}: Infect target Uninfected Creature. 
{{MC}}: Uninfect target Infected Creature.",,,,0B6oyUfwoM3u1STQwZy1mcEUwUkE,13ppTrjH0694sqXIL8c8wSlV2onIVX5l2,,,,"Ambiguous, Male",Starter
Ki'bro,TOTT,Rare,33,M'arrillian,60,30,50,40,50,0,Water,Chieftain,"When a Battlegear you control is flipped face-up, look at the top two cards of your Location Deck. Put one of them on top of that deck and the other on the bottom.",,,1,1,,0B6oyUfwoM3u1RUl4ZGxuaGxzSkk,1IMaGZgDCPWVTllXMt0KYlVU7JzfKBolu,,,Ki bro kibro,Ambiguous,
Kolmo,ZOTH,Super Rare,33,Mipedian,60,55,50,40,65,0,Air,Elite,"Invisibility: Disarm
While engaged with a Danian Noble, Kolmo has ""Invisibility: Strike 20.""
Range
Swift 1",,,1,,,0B6oyUfwoM3u1UkVndFh3bVVPRDg,19Z554jlQYt0y53MOAM--In1NVRnalsSg,,,,Male,
Mishmoshmish,BR,Common,33,UnderWorld,35,60,45,65,45,1,,Scout,Swift 1,,,,,,0B6oyUfwoM3u1Y18tWVZXa2VZbkk,1e-Xn-71kUprCRTZ990HSRAbkBCF01_hi,,,,Ambiguous,Online
Piddan,AU,Common,33,UnderWorld,50,60,20,50,45,1,Fire,Taskmaster Warrior,"{{MC}}: Target Creature deals an additional 10 damage with its next attack. If that Creature has Fire, it also gains ""Fire 5.""",,,,,,1FzAUxm_sP6vyEbFIl8oKLaEt18wBo22F,1BTOxNLx-i4CjZ5z_tM_tFssphQHBnqEj,,,,Male,
Titanix,SS,Uncommon,33,Mipedian,75,50,20,75,60,0,,Warbeast,"Intimidate: Courage 50
Intimidate: Speed 50
Recklessness 20","""Sobtjek, admit that the rewards far outweigh the risks."" 
—Drimesse",,,1,,0B6oyUfwoM3u1ZUgybXluakFGcE0,1e7dFhxwtby-dKoVzOlf5ha5QgKxKFDUU,,,,Ambiguous,
Em'swa,FUN,Uncommon,34,M'arrillian,60,25,70,50,40,0,Water,Fluidmorpher,"Fluidmorph
4{{MC}}: Target Creature loses an Elemental Type of your choice.",No one is happier than Em'swa that the Tribes have teamed up. Maybe they'll finally prove to be a challenge.,,,1,,1DtJi5Wpwkr6dCjMYyDsXaKzo7fDwe_RQ,1YIzVnq4SnRsUse9VGrmF22K9l8oWXvZe,1IvmWEAm4ET-0pI0xzG66Uu7rqfLwAk-i,,em swa emswa,Male,
Fal'makin,ROTO,Common,34,M'arrillian,40,55,90,60,50,0,Water,Chieftain,Discard 2 Mugic Cards: Destroy target engaged Creature with 0 Wisdom.,,,1,1,,0B6oyUfwoM3u1RnU5Q3ctTWlUZm8,1tADa2E6eFaNhknLGjLdi5LkpE_OgLtOV,,,Fal makin falmakin,Ambiguous,
Ghuul,DOP,Common,34,UnderWorld,50,85,15,35,35,0,Fire,Taskmaster,"Range
Swift 1","“How many more until you’re satisfied, Mommark? Every mistake grows their number!” - Maxxor",,,,,0B6oyUfwoM3u1Q0RydnZrSnEyMTQ,1jwFmEcjdE_f0e7bPQ6qXtpUBEzh77Go8,0B90YZmNLvXOyYll0QUtES05DdDg,,,Male,
Katharaz,MI,Ultra Rare,34,Danian,50,30,45,35,45,2,"Air, Earth, Water",Elementalist,"Hive: Katharaz has ""Elementproof all Elemental Types 15.""","""Unite and fight! If we lose the Reservoir, the rest of Mount Pillar will fall!"" 
—Katharaz",,,,,0B6oyUfwoM3u1UmdycXhDbEQ5SVE,11XQ_ZwEjHyh5rOGmt5uXks4x8fPkRzVC,1XKD6uhgX0v9C3yuBXXPKIDGCVZzpsHeN,,,Male,Starter
Munnari,ZOTH,Common,34,Mipedian,40,50,50,70,35,1,Air,Stalker,Invisibility: Disarm,"As Tangath Toborn reached for his blade, his heart sank when he realized he only had his sheath at his side.",,,,,0B6oyUfwoM3u1dGNRdVdMdTAtVk0,1ABksCLhvKJqNU_WBO1-I6JA4k-LOwjgU,1rAO4DRptlI0sMuIdAyXed_az8-BZk0S7,,,Male,
"Ozlai, Chaor's Pilot",TOTT,Rare,34,UnderWorld,70,40,30,85,45,1,Air,Taskmaster Scout,"While equipped, Ozlai has ""Outperform Speed 5.""
When a Battlegear goes to your opponent's discard pile, deal 5 damage to target Creature.",,,,,,0B6oyUfwoM3u1b2ttNmRlQ3ZsNlE,1LbLAz4WglRVVqErVvPBgoAFm9AG3nNBF,,,,Male,
"Rothar, Forceful Negotiator",AU,Rare,34,UnderWorld,60,100,50,60,70,0,"Fire, Air, Earth",Commander,Rothar must move into an adjacent occupied space if able.,"""Treaties are made to be broken... and so are your bones!"" 
—Rothar",,,,,1V4trsZqLU2MfAA5-7L1VNQaXaTh24qbp,1vOJnERYHJNbwRdcaRqTa8usp4IR441b8,,,,Male,
Uboraan,SS,Rare,34,Mipedian,50,75,20,75,50,0,"Air, Earth",Warbeast,"Fireproof 10 
Waterproof 10 
Recklessness 15",Uboraan is a smallish Warbeast... only about the size of twenty Chaors.,,,1,,0B6oyUfwoM3u1RWJXQi1JaGpocE0,1CXFjfBVgv84cEv3S3dLRpUuJztuwFKLb,,,,Ambiguous,
Fla'gamp,ROTO,Super Rare,35,M'arrillian,65,25,45,55,50,0,Water,Fluidmorpher,"Fluidmorph 
{{MC}}: Look at the top card of target player's Location Deck.
{{MC}}: Put the top card of target player's Location Deck on the bottom of that deck.
{{MC}}{{MC}}: Your opponent reveals a new active Location.",,,,,,0B6oyUfwoM3u1RkwxVHlpUlJUYXM,1fOAwqKWzyPhn8DBTWg4HsNizcpr8qNUZ,,,Fla gamp flagamp,"Ambiguous, male",
Gan'nim,FUN,Common,35,M'arrillian,90,90,50,15,45,0,Water,Kha'rall,"When a Creature engaged with Gan'nim fails a Stat Check or Challenge on an attack it played, Gan'nim deals 10 damage to it.",Gan'nim loves the squishy sounds he hears each time he steps on an enemy.,,,,,1CNBmVDo_Uh_dlakIJz4r81ZSIVz8Ln6t,1RKlF2uwEoC5n45iHi6ASqsJx4R6n3x-z,,,gam nim gamnim,Male,
Grook,DOP,Uncommon,35,UnderWorld,30,110,20,60,45,0,Fire,Taskmaster,Intimidate: Power 10,“Mugic? Bah! What can a Mugician do that I can’t do with my fists?” – Grook,,,,,0B6oyUfwoM3u1dTdVa3d6Tm9JeWM,16bXQLeTlyoiZ-UOT8QWARWd4nZiPMRAO,0B90YZmNLvXOya1VZdmUxVzdKeEU,,,Male,
Lendai,MI,Rare,35,Danian,80,40,60,40,55,0,"Earth, Water",Squadleader,"While Lendai is Uninfected, it has ""Water 5.""
While Lendai is Infected, it may not be the target of Mugic or abilities.",,,,,,0B6oyUfwoM3u1a3JHVU56YXJBeXc,1nQvUdFdUjTaCFf6Pi7FZEnpUcMymbD48,1YArCQ8uY7NCWQh4kSvgNF4XOo3-Nga5t,,,Male,
Mezzmarr,BR,Uncommon,35,OverWorld,30,55,55,55,45,0,Water,Scout,Swift 1,,,,,,0B6oyUfwoM3u1ZTJxT2dPT3RHVzQ,1OTLCSSNN1ZdeUleCU29sEGRBL6LLRvrK,,,,Male,Online
Ribbian,ZOTH,Super Rare,35,Mipedian,45,50,40,45,40,1,Air,Scout,"Invisibility: Disarm
Air 5
When a Creature deals damage to itself, that damage is increased by 5.",Ribbian quickly learned that it's much easier to give orders than to take them.,,,,,0B6oyUfwoM3u1X1JocEQtQXFHVTg,1Gv-cnXqTPE-Z5vpSPrg3wtJ3F3138OcK,,,,Male,
Savitsa,AU,Common,35,UnderWorld,30,70,30,70,55,1,Fire,Elementalist,Expend Fire while engaged: Both players discard two Attack Cards and draw two Attack Cards.,"Like a burning portent, his flaming hair signals all who see it that they do not have long to live.",,,,,14nMXsvphchmf2XT5Uc1WH-EDi50A8Edl,1hjT4XZt6z_ma-glT5sC6Gjrkdfiz8Hji,,,,Male,
Vilrik Landfarer,TOTT,Super Rare,35,Danian,45,35,70,40,35,2,,Mandiblor Minion Elementalist,{{MC}}: Target Elemental Attack loses all abilities.,,Sacrifice a Minion: Reveal a new active Location.,,,,0B6oyUfwoM3u1YlVseGdaMWJZUzA,1CqsCnGQS37TFuRJxkcmjDV7708kajeoP,,,,Male,
Xelfe,SS,Rare,35,Mipedian,50,40,35,80,40,3,,Scout,"{{MC}}: Target Creature gains ""Range"" and ""Swift X,"" where X is the number of Mugic counters on Xelfe.",,,,,,0B6oyUfwoM3u1QlBDMFNRU1NwUDg,1S-_th86eXXWt0ZqlN1MgzXQQslYYkOXc,,,,Male,
Ettala,BR,Common,36,OverWorld,50,50,20,30,35,0,Earth,Guardian,,,,,,,0B6oyUfwoM3u1SF9jTGNVNXJoTkk,1vauFCC0WfpWaEu6T_l0fJq4aO4fsw-pd,,,,Male,Online
Ghar'lag,FUN,Rare,36,M'arrillian,40,35,65,75,60,0,Water,Chieftian,Discard a Mugic Card: Opposing Creatures lose and cannot gain Range and Swift.,,,1,1,,16m6yxXCBGfcPQAiQJCDU4XApsWWUrKL6,1AwZ-j3J-uTLAXvnTCJ9fQijtWv-KhXhZ,1ynzPHK70R2-lf-vLpnAc7xjlIyoVNe_J,,gharlag ghar lag,Male,
H'earring,DOP,Uncommon,36,UnderWorld,70,30,55,45,50,1,,Scout,{{MC}}: Look at the top three cards of target player's Location Deck and put them back in any order.,"Perhaps the most effective of the UnderWorld spies, H’earring mainly puts his supersonic skills to work for himself.",,,,,0B6oyUfwoM3u1SHJ5YTA3VGZXYms,1zwhx4Igtr7BCKZ_NuEHLWm6z7lX78thB,0B90YZmNLvXOyQm9DY2E3Y3A1TWs,,Hearring,Male,Starter
Ikub'ra,ROTO,Common,36,M'arrillian,40,40,90,50,45,0,Water,Kha'rall,"Intimidate: Wisdom 30
Fireproof 25
Ikub'ra deals an additional 5 attack damage to OverWorld Creatures.","""So there IS someone who despises OverWorlders more than me!"" 
—Chaor",,,,,0B6oyUfwoM3u1M2VDQVhqcThwR0E,1wEHFzrB5QzBTgCNLinPm4hZVB3o9egJS,,,Ikubra ikub ra,"Ambiguous, Male",
"Lore, High Muge of the Hive",AU,Ultra Rare,36,Danian,80,30,90,30,35,2,Earth,Muge,"Lore may play Mugic Cards in your discard pile as if they were in your hand. If you play a Mugic Card this way, remove it from the game.","Burdened with tasks that would break others, Lore is never fazed by a challenge.",,1,1,,1PkVzgxuhI8tSbBqBUu5PIk-B_UcqAc0W,1u-Mp0rxYjMuxXYyAIHLGVIHF2akxMOsH,1OLmLfB0qJAL_tYxeHsJrfD4V9t-ANnFO,,,Male,
Mivindal,MI,Super Rare,36,Danian,65,30,45,40,40,1,Water,Battlemaster Minion,Sacrifice Mivindal: Return target Mandiblor in your discard pile to play in an unoccupied space on your side of the Battleboard.,,"Sacrifice Mivindal: When target Chieftain is destroyed, return it to play in an unoccupied space.",,,,0B6oyUfwoM3u1cVd6M2NNQzhhQVU,1Rd8-cUyOfeehwRvbUHZm6upCoiProQzB,,,,Male,
"Seeryn, Servant of Fire",AU,Common,36,UnderWorld,45,80,40,45,35,2,Fire,Elementalist,{{MC}}: Target Creature gains Fire.,"Of the High Muges who helped raise the city, Seeryn warmed to Kopond and his inclination for destructive mugic.",,,,,1xir6W5FStLPblA296zBRw1IuoJt0b9tt,1M4WuOzcVIXZiDrMYgyUJH9ZocTOyT0zR,11YHmYyTwcbUTobHQ9m1C5D5DpXJ6johc,,,"Ambiguous, Male",
Jus'hebban,ROTO,Common,37,M'arrillian,45,25,90,95,50,0,Water,Chieftain,"Attacks played by Creatures you control have ""Challenge Speed 50: Deal 10 damage.""",,,1,1,,0B6oyUfwoM3u1UTdSajF4X0loUWc,1ZCZfcJtune8WcnMUSkDgtn6IRcnLY5qM,,,jus hebban jushebban,Ambiguous,
Kerric,DOP,Uncommon,37,UnderWorld,45,30,45,65,50,0,Air,Scout,"Range
Swift 1",Provides crucial aerial surveillance of the Cordac Plungepool.,,,,,0B6oyUfwoM3u1TWlZWHM0WTZUYTg,1zRtir5B8RMQl3hVRRqPjNj6l43FZKiAY,0B90YZmNLvXOyWDRrQzczQWwwc2s,,,Male,
Necrabe,MI,Ultra Rare,37,Danian,100,25,70,35,35,2,Air,Noble,"{{MC}}: Infect target Uninfected Creature.
If a Creature would be returned to play from a discard pile, remove it from the game and Necrabe gains 2 Mugic counters instead.",,,1,,,0B6oyUfwoM3u1cUVQcGRfLVZXUjg,1sM10lvUov9DXmJTfZ60joCp4LnswH6Pv,,,,Male,
Prantix,BR,Common,37,OverWorld,40,50,30,40,30,1,"Fire, Earth",Caretaker,,,,,,,0B6oyUfwoM3u1MjBJQ2N6SGRmdVU,13TmzYGq-IinENKIuRs1Wz4NaTkfKhM1t,,,,Male,Online
"Skithia, Gothos Spy",AU,Super Rare,37,UnderWorld,70,75,40,70,35,2,"Fire, Earth",Commander Scout,{{MC}}: The controller of target engaged Creature reveals their attack hand. Deal 5 damage to that engaged Creature for each Elemental Type either of those revealed Attack Cards have.,,,,,,1IVfoOvqYUyW1-A_lulqvp4gEJGWRWecP,1y-KXGnIYggbJbbpWB6fDTpG07dEL25gs,1Fp3vsum2fID72wkNnjJ79lDXqkPp0l47,,,Female,
Torrna,FUN,Common,37,UnderWorld,50,80,40,65,55,1,Air,Scout,"While you control a Mipedian, Torrna has ""Disarm.""",,,,,,16BM2YchrROq2zG3GpTg3nOR53QBv1MdW,1Si5ICjpIAOavR-FxeO_ZZ8BO45ZLvN5m,1frvY5mgRG3NdbXPklHRSjoHbdaFjIoUC,,,Male,
Khybon,DOP,Uncommon,38,UnderWorld,75,25,85,20,40,1,,Taskmaster,"Intimidate: Courage 10
Intimidate: Wisdom 10","“Yeah, I could build that.” – Khybon",,,,,0B6oyUfwoM3u1WnFfM29wUVhuZmM,1ynAeKhPuFVSfAETz01EKpcDz89OLHHWI,0B90YZmNLvXOySW5FeUZSRXo1OWs,,,Male,
Lam'inkal,ROTO,Common,38,M'arrillian,25,50,55,25,60,0,"Air, Water",Fluidmorpher Scout,"Fluidmorph
Swift 2",Learn to wield water as a weapon and you'll find that you are never unarmed.,,,,,0B6oyUfwoM3u1eTNIOTI0N3JIdFU,1cLwkQUeW1PBotqYG0oxye7T8C0dcCIw7,,,Laminkal lam inkal,Male,
Nimmei,MI,Rare,38,Danian,75,45,35,50,50,1,"Air, Earth, Water",Noble,Hive: Nimmei has an additional 5 Energy and 5 to all Disciplines for each Mandiblor you control and each Infected Creature in play.,"Though young and untested, Nimmei's heart more than makes up for years of experience.",,,1,,0B6oyUfwoM3u1T2ZBWm52T1YxbEk,1V2qi9Anwb93B8-tEWDrVb1W3eglWV_zT,,,,Male,
